adrenal gland;;;;;;;;;;
adrenal gland;chromaffin cell of adrenal gland (CL:1000426);;;;;;;;;
immune organ;thymocyte (CL:0000893);double-positive, alpha-beta thymocyte (CL:0000809);CD4-positive, CD8-intermediate double-positive thymocyte (CL:0002431);;;;;;;
immune organ;thymocyte (CL:0000893);CD4-positive, alpha-beta thymocyte (CL:0000810);;;;;;;;
immune organ;thymocyte (CL:0000893);CD4-positive, alpha-beta thymocyte (CL:0000810);CD24-positive, CD4 single-positive thymocyte (CL:0002432);;;;;;;
immune organ;thymocyte (CL:0000893);CD4-positive, alpha-beta thymocyte (CL:0000810);CD69-positive, CD4-positive single-positive thymocyte (CL:0002433);;;;;;;
immune organ;thymocyte (CL:0000893);CD8-positive, alpha-beta thymocyte (CL:0000811);;;;;;;;
immune organ;thymocyte (CL:0000893);CD8-positive, alpha-beta thymocyte (CL:0000811);CD24-positive, CD8 single-positive thymocyte (CL:0002434);;;;;;;
immune organ;thymocyte (CL:0000893);CD8-positive, alpha-beta thymocyte (CL:0000811);CD69-positive, CD8-positive single-positive thymocyte (CL:0002435);;;;;;;
immune organ;thymocyte (CL:0000893);double negative thymocyte (CL:0002489);;;;;;;;
immune organ;thymocyte (CL:0000893);double negative thymocyte (CL:0002489);DN2 thymocyte (CL:0000806);;;;;;;
immune organ;thymocyte (CL:0000893);double negative thymocyte (CL:0002489);DN2 thymocyte (CL:0000806);DN2a thymocyte (CL:0002423);;;;;;
immune organ;thymocyte (CL:0000893);double negative thymocyte (CL:0002489);DN2 thymocyte (CL:0000806);DN2b thymocyte (CL:0002424);;;;;;
immune organ;thymocyte (CL:0000893);double negative thymocyte (CL:0002489);DN3 thymocyte (CL:0000807);;;;;;;
immune organ;thymocyte (CL:0000893);double negative thymocyte (CL:0002489);DN4 thymocyte (CL:0000808);;;;;;;
immune organ;DN1 thymic pro-T cell (CL:0000894);;;;;;;;;
immune organ;thymic conventional dendritic cell (CL:0000941);;;;;;;;;
immune organ;thymic conventional dendritic cell (CL:0000941);CD8alpha-positive thymic conventional dendritic cell (CL:0002059);;;;;;;;
immune organ;thymic conventional dendritic cell (CL:0000941);CD8alpha-negative thymic conventional dendritic cell (CL:0002460);;;;;;;;
immune organ;epithelial cell of thymus (CL:0002293);;;;;;;;;
immune organ;epithelial cell of thymus (CL:0002293);cortical thymic epithelial cell (CL:0002364);;;;;;;;
immune organ;epithelial cell of thymus (CL:0002293);cortical thymic epithelial cell (CL:0002364);type-1 epithelial cell of thymus (CL:0002294);;;;;;;
immune organ;epithelial cell of thymus (CL:0002293);cortical thymic epithelial cell (CL:0002364);type-4 epithelial cell of thymus (CL:0002296);;;;;;;
immune organ;epithelial cell of thymus (CL:0002293);cortical thymic epithelial cell (CL:0002364);type-3 epithelial cell of thymus (CL:0002297);;;;;;;
immune organ;epithelial cell of thymus (CL:0002293);cortical thymic epithelial cell (CL:0002364);type-2 epithelial cell of thymus (CL:0002299);;;;;;;
immune organ;epithelial cell of thymus (CL:0002293);medullary thymic epithelial cell (CL:0002365);;;;;;;;
immune organ;epithelial cell of thymus (CL:0002293);medullary thymic epithelial cell (CL:0002365);type-6 epithelial cell of thymus (CL:0002295);;;;;;;
immune organ;epithelial cell of thymus (CL:0002293);medullary thymic epithelial cell (CL:0002365);type-4 epithelial cell of thymus (CL:0002296);;;;;;;
immune organ;epithelial cell of thymus (CL:0002293);medullary thymic epithelial cell (CL:0002365);type-5 epithelial cell of thymus (CL:0002298);;;;;;;
immune organ;splenic fibroblast (CL:2000051);;;;;;;;;
immune organ;splenic fibroblast (CL:2000051);reticular cell of splenic cord (CL:1000489);;;;;;;;
immune organ;splenic endothelial cell (CL:2000053);;;;;;;;;
immune organ;splenic endothelial cell (CL:2000053);endothelial cell of venous sinus of red pulp of spleen (CL:1000397);;;;;;;;
immune organ;splenocyte (CL:2000074);;;;;;;;;
immune organ;splenocyte (CL:2000074);splenic macrophage (CL:0000871);;;;;;;;
kidney;;;;;;;;;;
kidney;kidney cell (CL:1000497);;;;;;;;;
kidney;kidney cell (CL:1000497);kidney epithelial cell (CL:0002518);;;;;;;;
kidney;kidney cell (CL:1000497);kidney epithelial cell (CL:0002518);renal cortical epithelial cell (CL:0002584);;;;;;;
kidney;kidney cell (CL:1000497);kidney epithelial cell (CL:0002518);renal cortical epithelial cell (CL:0002584);kidney cortex collecting duct epithelial cell (CL:1000549);;;;;;
kidney;kidney cell (CL:1000497);kidney epithelial cell (CL:0002518);renal cortical epithelial cell (CL:0002584);kidney cortex collecting duct epithelial cell (CL:1000549);kidney cortex collecting duct intercalated cell (CL:1000715);;;;;
kidney;kidney cell (CL:1000497);kidney epithelial cell (CL:0002518);renal cortical epithelial cell (CL:0002584);kidney corpuscule cell (CL:1000612);;;;;;
kidney;kidney cell (CL:1000497);kidney epithelial cell (CL:0002518);renal cortical epithelial cell (CL:0002584);kidney corpuscule cell (CL:1000612);glomerular cell (CL:1000746);;;;;
kidney;kidney cell (CL:1000497);kidney epithelial cell (CL:0002518);renal cortical epithelial cell (CL:0002584);kidney corpuscule cell (CL:1000612);glomerular cell (CL:1000746);extraglomerular mesangial cell (CL:0002173);;;;
kidney;kidney cell (CL:1000497);kidney epithelial cell (CL:0002518);renal cortical epithelial cell (CL:0002584);kidney corpuscule cell (CL:1000612);glomerular cell (CL:1000746);glomerular endothelial cell (CL:0002188);;;;
kidney;kidney cell (CL:1000497);kidney epithelial cell (CL:0002518);renal cortical epithelial cell (CL:0002584);kidney corpuscule cell (CL:1000612);glomerular cell (CL:1000746);glomerular endothelial cell (CL:0002188);glomerular capillary endothelial cell (CL:1001005);;;
kidney;kidney cell (CL:1000497);kidney epithelial cell (CL:0002518);renal cortical epithelial cell (CL:0002584);kidney corpuscule cell (CL:1000612);glomerular cell (CL:1000746);kidney glomerular epithelial cell (CL:1000510);;;;
kidney;kidney cell (CL:1000497);kidney epithelial cell (CL:0002518);renal cortical epithelial cell (CL:0002584);kidney corpuscule cell (CL:1000612);glomerular cell (CL:1000746);kidney glomerular epithelial cell (CL:1000510);epithelial cell of glomerular capsule (CL:1000450);;;
kidney;kidney cell (CL:1000497);kidney epithelial cell (CL:0002518);renal cortical epithelial cell (CL:0002584);kidney corpuscule cell (CL:1000612);glomerular cell (CL:1000746);kidney glomerular epithelial cell (CL:1000510);epithelial cell of glomerular capsule (CL:1000450);epithelial cell of visceral layer of glomerular capsule (CL:1000451);;
kidney;kidney cell (CL:1000497);kidney epithelial cell (CL:0002518);renal cortical epithelial cell (CL:0002584);kidney corpuscule cell (CL:1000612);glomerular cell (CL:1000746);kidney glomerular epithelial cell (CL:1000510);epithelial cell of glomerular capsule (CL:1000450);parietal epithelial cell (CL:1000452);;
kidney;kidney cell (CL:1000497);kidney epithelial cell (CL:0002518);renal cortical epithelial cell (CL:0002584);kidney corpuscule cell (CL:1000612);glomerular cell (CL:1000746);kidney glomerular epithelial cell (CL:1000510);glomerular capillary endothelial cell (CL:1001005);;;
kidney;kidney cell (CL:1000497);kidney epithelial cell (CL:0002518);renal cortical epithelial cell (CL:0002584);kidney cortex tubule cell (CL:1000615);;;;;;
kidney;kidney cell (CL:1000497);kidney epithelial cell (CL:0002518);renal cortical epithelial cell (CL:0002584);kidney cortex tubule cell (CL:1000615);epithelial cell of distal tubule (CL:0002305);;;;;
kidney;kidney cell (CL:1000497);kidney epithelial cell (CL:0002518);renal cortical epithelial cell (CL:0002584);kidney cortex tubule cell (CL:1000615);epithelial cell of distal tubule (CL:0002305);kidney distal convoluted tubule epithelial cell (CL:1000849);;;;
kidney;kidney cell (CL:1000497);kidney epithelial cell (CL:0002518);renal cortical epithelial cell (CL:0002584);kidney cortex tubule cell (CL:1000615);epithelial cell of distal tubule (CL:0002305);macula densa epithelial cell (CL:1000850);;;;
kidney;kidney cell (CL:1000497);kidney epithelial cell (CL:0002518);renal cortical epithelial cell (CL:0002584);kidney cortex tubule cell (CL:1000615);epithelial cell of proximal tubule (CL:0002306);;;;;
kidney;kidney cell (CL:1000497);kidney epithelial cell (CL:0002518);renal cortical epithelial cell (CL:0002584);kidney cortex tubule cell (CL:1000615);epithelial cell of proximal tubule (CL:0002306);kidney proximal convoluted tubule epithelial cell (CL:1000838);;;;
kidney;kidney cell (CL:1000497);kidney epithelial cell (CL:0002518);renal cortical epithelial cell (CL:0002584);kidney cortex tubule cell (CL:1000615);epithelial cell of proximal tubule (CL:0002306);kidney proximal straight tubule epithelial cell (CL:1000839);;;;
kidney;kidney cell (CL:1000497);kidney epithelial cell (CL:0002518);renal cortical epithelial cell (CL:0002584);kidney cortex interstitial cell (CL:1000681);;;;;;
kidney;kidney cell (CL:1000497);kidney epithelial cell (CL:0002518);renal cortical epithelial cell (CL:0002584);kidney blood vessel cell (CL:1000854);;;;;;
kidney;kidney cell (CL:1000497);kidney epithelial cell (CL:0002518);renal cortical epithelial cell (CL:0002584);kidney blood vessel cell (CL:1000854);kidney arterial blood vessel cell (CL:1000891);;;;;
kidney;kidney cell (CL:1000497);kidney epithelial cell (CL:0002518);renal cortical epithelial cell (CL:0002584);kidney blood vessel cell (CL:1000854);kidney arterial blood vessel cell (CL:1000891);kidney cortex artery cell (CL:1001045);;;;
kidney;kidney cell (CL:1000497);kidney epithelial cell (CL:0002518);renal cortical epithelial cell (CL:0002584);kidney blood vessel cell (CL:1000854);kidney arterial blood vessel cell (CL:1000891);kidney cortex artery cell (CL:1001045);arcuate artery cell (CL:1001135);;;
kidney;kidney cell (CL:1000497);kidney epithelial cell (CL:0002518);renal cortical epithelial cell (CL:0002584);kidney blood vessel cell (CL:1000854);kidney arterial blood vessel cell (CL:1000891);kidney cortex artery cell (CL:1001045);arcuate artery cell (CL:1001135);arcuate artery endothelial cell (CL:1001213);;
kidney;kidney cell (CL:1000497);kidney epithelial cell (CL:0002518);renal cortical epithelial cell (CL:0002584);kidney blood vessel cell (CL:1000854);kidney arterial blood vessel cell (CL:1000891);kidney cortex artery cell (CL:1001045);arcuate artery cell (CL:1001135);arcuate artery smooth muscle cell (CL:1001214);;
kidney;kidney cell (CL:1000497);kidney epithelial cell (CL:0002518);renal cortical epithelial cell (CL:0002584);kidney blood vessel cell (CL:1000854);kidney arterial blood vessel cell (CL:1000891);kidney artery smooth muscle cell (CL:1001064);;;;
kidney;kidney cell (CL:1000497);kidney epithelial cell (CL:0002518);renal cortical epithelial cell (CL:0002584);kidney blood vessel cell (CL:1000854);kidney arterial blood vessel cell (CL:1000891);kidney artery smooth muscle cell (CL:1001064);arcuate artery smooth muscle cell (CL:1001214);;;
kidney;kidney cell (CL:1000497);kidney epithelial cell (CL:0002518);renal cortical epithelial cell (CL:0002584);kidney blood vessel cell (CL:1000854);kidney capillary endothelial cell (CL:1000892);;;;;
kidney;kidney cell (CL:1000497);kidney epithelial cell (CL:0002518);renal cortical epithelial cell (CL:0002584);kidney blood vessel cell (CL:1000854);kidney capillary endothelial cell (CL:1000892);glomerular capillary endothelial cell (CL:1001005);;;;
kidney;kidney cell (CL:1000497);kidney epithelial cell (CL:0002518);renal cortical epithelial cell (CL:0002584);kidney blood vessel cell (CL:1000854);kidney venous blood vessel cell (CL:1000893);;;;;
kidney;kidney cell (CL:1000497);kidney epithelial cell (CL:0002518);renal cortical epithelial cell (CL:0002584);kidney blood vessel cell (CL:1000854);kidney venous blood vessel cell (CL:1000893);kidney cortex vein cell (CL:1001052);;;;
kidney;kidney cell (CL:1000497);kidney epithelial cell (CL:0002518);renal intercalated cell (CL:0005010);;;;;;;
kidney;kidney cell (CL:1000497);kidney epithelial cell (CL:0002518);renal intercalated cell (CL:0005010);kidney collecting duct intercalated cell (CL:1001432);;;;;;
kidney;kidney cell (CL:1000497);kidney epithelial cell (CL:0002518);renal intercalated cell (CL:0005010);kidney collecting duct intercalated cell (CL:1001432);kidney cortex collecting duct intercalated cell (CL:1000715);;;;;
kidney;kidney cell (CL:1000497);kidney epithelial cell (CL:0002518);renal intercalated cell (CL:0005010);kidney collecting duct intercalated cell (CL:1001432);kidney outer medulla collecting duct intercalated cell (CL:1000717);;;;;
kidney;kidney cell (CL:1000497);kidney epithelial cell (CL:0002518);epithelial cell of nephron (CL:1000449);;;;;;;
kidney;kidney cell (CL:1000497);kidney epithelial cell (CL:0002518);epithelial cell of nephron (CL:1000449);kidney tubule cell (CL:1000507);;;;;;
kidney;kidney cell (CL:1000497);kidney epithelial cell (CL:0002518);epithelial cell of nephron (CL:1000449);kidney tubule cell (CL:1000507);pronephric nephron tubule epithelial cell (CL:1000090);;;;;
kidney;kidney cell (CL:1000497);kidney epithelial cell (CL:0002518);epithelial cell of nephron (CL:1000449);kidney tubule cell (CL:1000507);metanephric nephron tubule epithelial cell (CL:1000123);;;;;
kidney;kidney cell (CL:1000497);kidney epithelial cell (CL:0002518);epithelial cell of nephron (CL:1000449);kidney tubule cell (CL:1000507);nephron tubule epithelial cell (CL:1000494);;;;;
kidney;kidney cell (CL:1000497);kidney epithelial cell (CL:0002518);epithelial cell of nephron (CL:1000449);kidney tubule cell (CL:1000507);nephron tubule epithelial cell (CL:1000494);epithelial cell of distal tubule (CL:0002305);;;;
kidney;kidney cell (CL:1000497);kidney epithelial cell (CL:0002518);epithelial cell of nephron (CL:1000449);kidney tubule cell (CL:1000507);nephron tubule epithelial cell (CL:1000494);epithelial cell of distal tubule (CL:0002305);kidney distal convoluted tubule epithelial cell (CL:1000849);;;
kidney;kidney cell (CL:1000497);kidney epithelial cell (CL:0002518);epithelial cell of nephron (CL:1000449);kidney tubule cell (CL:1000507);nephron tubule epithelial cell (CL:1000494);epithelial cell of distal tubule (CL:0002305);macula densa epithelial cell (CL:1000850);;;
kidney;kidney cell (CL:1000497);kidney epithelial cell (CL:0002518);epithelial cell of nephron (CL:1000449);kidney tubule cell (CL:1000507);nephron tubule epithelial cell (CL:1000494);epithelial cell of proximal tubule (CL:0002306);;;;
kidney;kidney cell (CL:1000497);kidney epithelial cell (CL:0002518);epithelial cell of nephron (CL:1000449);kidney tubule cell (CL:1000507);nephron tubule epithelial cell (CL:1000494);epithelial cell of proximal tubule (CL:0002306);kidney proximal convoluted tubule epithelial cell (CL:1000838);;;
kidney;kidney cell (CL:1000497);kidney epithelial cell (CL:0002518);epithelial cell of nephron (CL:1000449);kidney tubule cell (CL:1000507);nephron tubule epithelial cell (CL:1000494);epithelial cell of proximal tubule (CL:0002306);kidney proximal straight tubule epithelial cell (CL:1000839);;;
kidney;kidney cell (CL:1000497);kidney epithelial cell (CL:0002518);epithelial cell of nephron (CL:1000449);kidney tubule cell (CL:1000507);nephron tubule epithelial cell (CL:1000494);kidney loop of Henle epithelial cell (CL:1000909);;;;
kidney;kidney cell (CL:1000497);kidney epithelial cell (CL:0002518);epithelial cell of nephron (CL:1000449);kidney tubule cell (CL:1000507);nephron tubule epithelial cell (CL:1000494);kidney loop of Henle epithelial cell (CL:1000909);epithelial cell of intermediate tubule (CL:1000453);;;
kidney;kidney cell (CL:1000497);kidney epithelial cell (CL:0002518);epithelial cell of nephron (CL:1000449);kidney tubule cell (CL:1000507);nephron tubule epithelial cell (CL:1000494);kidney loop of Henle epithelial cell (CL:1000909);epithelial cell of intermediate tubule (CL:1000453);kidney loop of Henle thin descending limb epithelial cell (CL:1001111);;
kidney;kidney cell (CL:1000497);kidney epithelial cell (CL:0002518);epithelial cell of nephron (CL:1000449);kidney tubule cell (CL:1000507);nephron tubule epithelial cell (CL:1000494);kidney loop of Henle epithelial cell (CL:1000909);kidney loop of Henle descending limb epithelial cell (CL:1001021);;;
kidney;kidney cell (CL:1000497);kidney epithelial cell (CL:0002518);epithelial cell of nephron (CL:1000449);kidney tubule cell (CL:1000507);nephron tubule epithelial cell (CL:1000494);kidney loop of Henle epithelial cell (CL:1000909);kidney loop of Henle descending limb epithelial cell (CL:1001021);kidney proximal straight tubule epithelial cell (CL:1000839);;
kidney;kidney cell (CL:1000497);kidney epithelial cell (CL:0002518);epithelial cell of nephron (CL:1000449);kidney tubule cell (CL:1000507);nephron tubule epithelial cell (CL:1000494);kidney loop of Henle epithelial cell (CL:1000909);kidney loop of Henle descending limb epithelial cell (CL:1001021);kidney loop of Henle thin descending limb epithelial cell (CL:1001111);;
kidney;kidney cell (CL:1000497);kidney epithelial cell (CL:0002518);epithelial cell of nephron (CL:1000449);kidney tubule cell (CL:1000507);kidney cortex tubule cell (CL:1000615);;;;;
kidney;kidney cell (CL:1000497);kidney epithelial cell (CL:0002518);epithelial cell of nephron (CL:1000449);kidney tubule cell (CL:1000507);kidney cortex tubule cell (CL:1000615);epithelial cell of distal tubule (CL:0002305);;;;
kidney;kidney cell (CL:1000497);kidney epithelial cell (CL:0002518);epithelial cell of nephron (CL:1000449);kidney tubule cell (CL:1000507);kidney cortex tubule cell (CL:1000615);epithelial cell of distal tubule (CL:0002305);kidney distal convoluted tubule epithelial cell (CL:1000849);;;
kidney;kidney cell (CL:1000497);kidney epithelial cell (CL:0002518);epithelial cell of nephron (CL:1000449);kidney tubule cell (CL:1000507);kidney cortex tubule cell (CL:1000615);epithelial cell of distal tubule (CL:0002305);macula densa epithelial cell (CL:1000850);;;
kidney;kidney cell (CL:1000497);kidney epithelial cell (CL:0002518);epithelial cell of nephron (CL:1000449);kidney tubule cell (CL:1000507);kidney cortex tubule cell (CL:1000615);epithelial cell of proximal tubule (CL:0002306);;;;
kidney;kidney cell (CL:1000497);kidney epithelial cell (CL:0002518);epithelial cell of nephron (CL:1000449);kidney tubule cell (CL:1000507);kidney cortex tubule cell (CL:1000615);epithelial cell of proximal tubule (CL:0002306);kidney proximal convoluted tubule epithelial cell (CL:1000838);;;
kidney;kidney cell (CL:1000497);kidney epithelial cell (CL:0002518);epithelial cell of nephron (CL:1000449);kidney tubule cell (CL:1000507);kidney cortex tubule cell (CL:1000615);epithelial cell of proximal tubule (CL:0002306);kidney proximal straight tubule epithelial cell (CL:1000839);;;
kidney;kidney cell (CL:1000497);kidney epithelial cell (CL:0002518);epithelial cell of nephron (CL:1000449);kidney corpuscule cell (CL:1000612);;;;;;
kidney;kidney cell (CL:1000497);kidney epithelial cell (CL:0002518);epithelial cell of nephron (CL:1000449);kidney corpuscule cell (CL:1000612);glomerular cell (CL:1000746);;;;;
kidney;kidney cell (CL:1000497);kidney epithelial cell (CL:0002518);epithelial cell of nephron (CL:1000449);kidney corpuscule cell (CL:1000612);glomerular cell (CL:1000746);extraglomerular mesangial cell (CL:0002173);;;;
kidney;kidney cell (CL:1000497);kidney epithelial cell (CL:0002518);epithelial cell of nephron (CL:1000449);kidney corpuscule cell (CL:1000612);glomerular cell (CL:1000746);glomerular endothelial cell (CL:0002188);;;;
kidney;kidney cell (CL:1000497);kidney epithelial cell (CL:0002518);epithelial cell of nephron (CL:1000449);kidney corpuscule cell (CL:1000612);glomerular cell (CL:1000746);glomerular endothelial cell (CL:0002188);glomerular capillary endothelial cell (CL:1001005);;;
kidney;kidney cell (CL:1000497);kidney epithelial cell (CL:0002518);epithelial cell of nephron (CL:1000449);kidney corpuscule cell (CL:1000612);glomerular cell (CL:1000746);kidney glomerular epithelial cell (CL:1000510);;;;
kidney;kidney cell (CL:1000497);kidney epithelial cell (CL:0002518);epithelial cell of nephron (CL:1000449);kidney corpuscule cell (CL:1000612);glomerular cell (CL:1000746);kidney glomerular epithelial cell (CL:1000510);epithelial cell of glomerular capsule (CL:1000450);;;
kidney;kidney cell (CL:1000497);kidney epithelial cell (CL:0002518);epithelial cell of nephron (CL:1000449);kidney corpuscule cell (CL:1000612);glomerular cell (CL:1000746);kidney glomerular epithelial cell (CL:1000510);epithelial cell of glomerular capsule (CL:1000450);epithelial cell of visceral layer of glomerular capsule (CL:1000451);;
kidney;kidney cell (CL:1000497);kidney epithelial cell (CL:0002518);epithelial cell of nephron (CL:1000449);kidney corpuscule cell (CL:1000612);glomerular cell (CL:1000746);kidney glomerular epithelial cell (CL:1000510);epithelial cell of glomerular capsule (CL:1000450);parietal epithelial cell (CL:1000452);;
kidney;kidney cell (CL:1000497);kidney epithelial cell (CL:0002518);epithelial cell of nephron (CL:1000449);kidney corpuscule cell (CL:1000612);glomerular cell (CL:1000746);kidney glomerular epithelial cell (CL:1000510);glomerular capillary endothelial cell (CL:1001005);;;
kidney;kidney cell (CL:1000497);kidney epithelial cell (CL:0002518);epithelial cell of nephron (CL:1000449);kidney collecting duct cell (CL:1001225);;;;;;
kidney;kidney cell (CL:1000497);kidney epithelial cell (CL:0002518);epithelial cell of nephron (CL:1000449);kidney collecting duct cell (CL:1001225);kidney collecting duct epithelial cell (CL:1000454);;;;;
kidney;kidney cell (CL:1000497);kidney epithelial cell (CL:0002518);epithelial cell of nephron (CL:1000449);kidney collecting duct cell (CL:1001225);kidney collecting duct epithelial cell (CL:1000454);kidney collecting duct intercalated cell (CL:1001432);;;;
kidney;kidney cell (CL:1000497);kidney epithelial cell (CL:0002518);epithelial cell of nephron (CL:1000449);kidney collecting duct cell (CL:1001225);kidney collecting duct epithelial cell (CL:1000454);kidney collecting duct intercalated cell (CL:1001432);kidney cortex collecting duct intercalated cell (CL:1000715);;;
kidney;kidney cell (CL:1000497);kidney epithelial cell (CL:0002518);epithelial cell of nephron (CL:1000449);kidney collecting duct cell (CL:1001225);kidney collecting duct epithelial cell (CL:1000454);kidney collecting duct intercalated cell (CL:1001432);kidney outer medulla collecting duct intercalated cell (CL:1000717);;;
kidney;kidney cell (CL:1000497);kidney epithelial cell (CL:0002518);epithelial cell of nephron (CL:1000449);kidney collecting duct cell (CL:1001225);kidney medulla collecting duct epithelial cell (CL:1000546);;;;;
kidney;kidney cell (CL:1000497);kidney epithelial cell (CL:0002518);epithelial cell of nephron (CL:1000449);kidney collecting duct cell (CL:1001225);kidney outer medulla collecting duct epithelial cell (CL:1000548);;;;;
kidney;kidney cell (CL:1000497);kidney epithelial cell (CL:0002518);epithelial cell of nephron (CL:1000449);kidney collecting duct cell (CL:1001225);kidney outer medulla collecting duct epithelial cell (CL:1000548);kidney outer medulla collecting duct intercalated cell (CL:1000717);;;;
kidney;kidney cell (CL:1000497);kidney epithelial cell (CL:0002518);epithelial cell of nephron (CL:1000449);kidney collecting duct cell (CL:1001225);kidney cortex collecting duct epithelial cell (CL:1000549);;;;;
kidney;kidney cell (CL:1000497);kidney epithelial cell (CL:0002518);epithelial cell of nephron (CL:1000449);kidney collecting duct cell (CL:1001225);kidney cortex collecting duct epithelial cell (CL:1000549);kidney cortex collecting duct intercalated cell (CL:1000715);;;;
kidney;kidney cell (CL:1000497);kidney epithelial cell (CL:0002518);kidney pelvis urothelial cell (CL:1000703);;;;;;;
kidney;kidney cell (CL:1000497);kidney cortical cell (CL:0002681);;;;;;;;
kidney;kidney cell (CL:1000497);kidney cortical cell (CL:0002681);renal cortical epithelial cell (CL:0002584);;;;;;;
kidney;kidney cell (CL:1000497);kidney cortical cell (CL:0002681);renal cortical epithelial cell (CL:0002584);kidney cortex collecting duct epithelial cell (CL:1000549);;;;;;
kidney;kidney cell (CL:1000497);kidney cortical cell (CL:0002681);renal cortical epithelial cell (CL:0002584);kidney cortex collecting duct epithelial cell (CL:1000549);kidney cortex collecting duct intercalated cell (CL:1000715);;;;;
kidney;kidney cell (CL:1000497);kidney cortical cell (CL:0002681);renal cortical epithelial cell (CL:0002584);kidney corpuscule cell (CL:1000612);;;;;;
kidney;kidney cell (CL:1000497);kidney cortical cell (CL:0002681);renal cortical epithelial cell (CL:0002584);kidney corpuscule cell (CL:1000612);glomerular cell (CL:1000746);;;;;
kidney;kidney cell (CL:1000497);kidney cortical cell (CL:0002681);renal cortical epithelial cell (CL:0002584);kidney corpuscule cell (CL:1000612);glomerular cell (CL:1000746);extraglomerular mesangial cell (CL:0002173);;;;
kidney;kidney cell (CL:1000497);kidney cortical cell (CL:0002681);renal cortical epithelial cell (CL:0002584);kidney corpuscule cell (CL:1000612);glomerular cell (CL:1000746);glomerular endothelial cell (CL:0002188);;;;
kidney;kidney cell (CL:1000497);kidney cortical cell (CL:0002681);renal cortical epithelial cell (CL:0002584);kidney corpuscule cell (CL:1000612);glomerular cell (CL:1000746);glomerular endothelial cell (CL:0002188);glomerular capillary endothelial cell (CL:1001005);;;
kidney;kidney cell (CL:1000497);kidney cortical cell (CL:0002681);renal cortical epithelial cell (CL:0002584);kidney corpuscule cell (CL:1000612);glomerular cell (CL:1000746);kidney glomerular epithelial cell (CL:1000510);;;;
kidney;kidney cell (CL:1000497);kidney cortical cell (CL:0002681);renal cortical epithelial cell (CL:0002584);kidney corpuscule cell (CL:1000612);glomerular cell (CL:1000746);kidney glomerular epithelial cell (CL:1000510);epithelial cell of glomerular capsule (CL:1000450);;;
kidney;kidney cell (CL:1000497);kidney cortical cell (CL:0002681);renal cortical epithelial cell (CL:0002584);kidney corpuscule cell (CL:1000612);glomerular cell (CL:1000746);kidney glomerular epithelial cell (CL:1000510);epithelial cell of glomerular capsule (CL:1000450);epithelial cell of visceral layer of glomerular capsule (CL:1000451);;
kidney;kidney cell (CL:1000497);kidney cortical cell (CL:0002681);renal cortical epithelial cell (CL:0002584);kidney corpuscule cell (CL:1000612);glomerular cell (CL:1000746);kidney glomerular epithelial cell (CL:1000510);epithelial cell of glomerular capsule (CL:1000450);parietal epithelial cell (CL:1000452);;
kidney;kidney cell (CL:1000497);kidney cortical cell (CL:0002681);renal cortical epithelial cell (CL:0002584);kidney corpuscule cell (CL:1000612);glomerular cell (CL:1000746);kidney glomerular epithelial cell (CL:1000510);glomerular capillary endothelial cell (CL:1001005);;;
kidney;kidney cell (CL:1000497);kidney cortical cell (CL:0002681);renal cortical epithelial cell (CL:0002584);kidney cortex tubule cell (CL:1000615);;;;;;
kidney;kidney cell (CL:1000497);kidney cortical cell (CL:0002681);renal cortical epithelial cell (CL:0002584);kidney cortex tubule cell (CL:1000615);epithelial cell of distal tubule (CL:0002305);;;;;
kidney;kidney cell (CL:1000497);kidney cortical cell (CL:0002681);renal cortical epithelial cell (CL:0002584);kidney cortex tubule cell (CL:1000615);epithelial cell of distal tubule (CL:0002305);kidney distal convoluted tubule epithelial cell (CL:1000849);;;;
kidney;kidney cell (CL:1000497);kidney cortical cell (CL:0002681);renal cortical epithelial cell (CL:0002584);kidney cortex tubule cell (CL:1000615);epithelial cell of distal tubule (CL:0002305);macula densa epithelial cell (CL:1000850);;;;
kidney;kidney cell (CL:1000497);kidney cortical cell (CL:0002681);renal cortical epithelial cell (CL:0002584);kidney cortex tubule cell (CL:1000615);epithelial cell of proximal tubule (CL:0002306);;;;;
kidney;kidney cell (CL:1000497);kidney cortical cell (CL:0002681);renal cortical epithelial cell (CL:0002584);kidney cortex tubule cell (CL:1000615);epithelial cell of proximal tubule (CL:0002306);kidney proximal convoluted tubule epithelial cell (CL:1000838);;;;
kidney;kidney cell (CL:1000497);kidney cortical cell (CL:0002681);renal cortical epithelial cell (CL:0002584);kidney cortex tubule cell (CL:1000615);epithelial cell of proximal tubule (CL:0002306);kidney proximal straight tubule epithelial cell (CL:1000839);;;;
kidney;kidney cell (CL:1000497);kidney cortical cell (CL:0002681);renal cortical epithelial cell (CL:0002584);kidney cortex interstitial cell (CL:1000681);;;;;;
kidney;kidney cell (CL:1000497);kidney cortical cell (CL:0002681);renal cortical epithelial cell (CL:0002584);kidney blood vessel cell (CL:1000854);;;;;;
kidney;kidney cell (CL:1000497);kidney cortical cell (CL:0002681);renal cortical epithelial cell (CL:0002584);kidney blood vessel cell (CL:1000854);kidney arterial blood vessel cell (CL:1000891);;;;;
kidney;kidney cell (CL:1000497);kidney cortical cell (CL:0002681);renal cortical epithelial cell (CL:0002584);kidney blood vessel cell (CL:1000854);kidney arterial blood vessel cell (CL:1000891);kidney cortex artery cell (CL:1001045);;;;
