UBERON_0008780;UBERON_0002331
UBERON_0003081;UBERON_0000948 UBERON_0002331
UBERON_0007123;UBERON_0002046
UBERON_0004291;UBERON_0000948
UBERON_0000926;UBERON_0001255 UBERON_0000057
UBERON_0006241;UBERON_0002240
UBERON_0007026;UBERON_0000065
UBERON_0003084;UBERON_0000948
UBERON_0000118;UBERON_0002048
UBERON_0004140;UBERON_0000948
UBERON_0013241;UBERON_0000057
UBERON_0006242;UBERON_0002110
UBERON_0003918;UBERON_0002113
UBERON_0007806;UBERON_0002331
UBERON_0005604;UBERON_0002110
UBERON_0005498;UBERON_0000948
UBERON_0007689;UBERON_0002046
UBERON_0000085;UBERON_0002331
UBERON_0008814;UBERON_0001723
UBERON_0003057;UBERON_0002240
UBERON_0005728;UBERON_0002331
UBERON_0003869;UBERON_0000045
UBERON_0003076;UBERON_0002240
UBERON_0004161;UBERON_0002110 UBERON_0002107
UBERON_0000164;UBERON_0001255 UBERON_0000057
UBERON_0004912;UBERON_0002110
UBERON_0005564;UBERON_0000991
UBERON_0005594;UBERON_0010084
UBERON_0009617;UBERON_0010084
UBERON_0003064;UBERON_0001255 UBERON_0000057
UBERON_0007005;UBERON_0000948
UBERON_0005095;UBERON_0002113
UBERON_0004141;UBERON_0000948
UBERON_0006238;UBERON_0000955
UBERON_0007687;UBERON_0002113
UBERON_0006603;UBERON_0001255 UBERON_0000057
UBERON_0001152;UBERON_0002110
UBERON_0005795;UBERON_0000995
UBERON_0003894;UBERON_0002107
UBERON_0012292;UBERON_0000057
UBERON_0000076;UBERON_0002097
UBERON_0004139;UBERON_0000948
UBERON_0004876;UBERON_0000057
UBERON_0003091;UBERON_0002046
UBERON_0000087;UBERON_0002331
UBERON_0008947;UBERON_0002048 UBERON_0000065
UBERON_0011272;UBERON_0002097
UBERON_0004872;UBERON_0000948
UBERON_0008835;UBERON_0002107
UBERON_0008836;UBERON_0002107
UBERON_0010056;UBERON_0001723
UBERON_0005597;UBERON_0002048
UBERON_0001041;UBERON_0001043 UBERON_0002048 UBERON_0002107
UBERON_0000358;UBERON_0002331
